,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
193904,   0.42,   2.21,  -0.03,  -0.57,  -2.24,  -1.31,   5.59,   0.73,  -1.61,   0.26,   4.33,   1.73,  -0.60,  -1.19,  -1.79,   2.44,   0.66,   0.16,  -0.22,   1.84,  -2.16,  -0.07,   0.50,  -0.24,  -0.70
193905,   7.40,   6.94,   6.17,   5.57,  11.14,  13.24,   8.84,  11.96,  10.50,   8.59,  10.36,   7.21,  12.33,   9.91,  11.16,  13.99,   8.18,   8.25,   8.77,   9.94,   6.74,   9.23,   5.17,   6.04,   7.14
193906, -12.79, -12.95, -10.23, -12.17,  -4.00, -14.56, -13.61,  -9.03,  -4.40, -10.15, -13.99,  -7.97,  -6.97,  -8.17,  -8.69, -12.80,  -9.43,  -8.48,  -4.36,  -4.96,  -7.67, -10.67,  -4.63,  -3.97,  -5.60
193907,  13.50,  15.22,  12.87,  17.05,  12.50,  13.72,  15.29,  14.90,  15.99,  18.37,  15.07,  12.28,  14.85,  18.24,  15.26,  25.97,  13.46,  14.11,  13.65,  14.50,  16.74,  10.23,   6.54,   9.01,  12.37
193908, -12.17, -13.11, -13.89,  -9.44, -14.84, -12.70, -15.05, -10.31, -15.37, -11.63, -10.52,  -5.12,  -9.80,  -9.73, -12.62, -12.72, -10.55,  -9.93, -10.59, -11.82, -10.59,  -5.97,  -4.58,  -6.29,  -7.22
193909,  92.70,  49.97,  67.18,  62.04,  47.97,  69.88,  42.17,  39.46,  38.28,  41.46,  52.63,  20.69,  34.73,  27.30,  32.73,  25.88,  23.45,  17.45,  22.31,  28.25,  14.80,  19.26,  12.67,  14.40,  17.44
193910,  -7.97,  -6.65,   1.74,   7.08,  -1.03,  -6.25,  -3.03,  -0.33,  -0.68,  -3.11,  -6.29,   1.01,   3.03,   0.92,  -0.96,  -3.81,  -2.09,   0.83,   1.77,  -0.08,  -3.66,  -2.40,   0.17,  -0.33,  -1.13
193911, -18.65, -13.92,  -7.78, -14.15,  -9.14, -15.57,  -7.94,  -4.54, -13.46,  -9.02, -11.76,  -6.10,  -7.65,  -4.98,  -6.88,  -9.15,  -4.55,  -2.38,  -9.84,  -9.68,  -6.77,  -4.25,  -1.20,  -3.03,  -4.72
193912,  -5.40,  -1.39,   3.62,   1.33,  -4.46,  -2.67,   0.48,   7.17,   0.48,   1.08,   2.01,   7.47,   5.07,   2.75,   2.15,   4.13,   1.08,   0.15,   3.00,   5.18,   2.14,   1.41,   2.36,   3.31,   4.23
194001,   1.25,  -3.57,  -2.71,  -2.92,  -5.22,  -4.18,  -1.93,  -1.93,  -5.24,  -4.04,   0.73,  -0.75,  -2.40,  -2.33,  -3.09,  -3.11,  -1.23,  -2.66,  -3.80,  -3.62,  18.75,  -0.95,  -0.48,  -3.14,  -4.70
194002,   5.76,   5.16,   4.61,   4.27,  10.39,   0.37,   4.36,   2.16,   4.91,   8.68,   6.19,  -0.09,   4.32,   2.86,   3.86,   0.65,   1.84,   3.12,   2.17,   3.13,   5.59,   0.54,   0.50,   1.14,   2.47
194003,   3.37,   1.65,   1.19,   4.62,   4.27,   5.13,   3.15,   1.98,   5.37,  -0.29,   0.65,   0.47,   0.55,   2.33,   5.03,   2.50,   1.67,   4.40,   4.11,   1.62,   1.77,   1.72,   0.91,   2.01,   2.58
194004,   1.38,   6.85,  -0.05,  -1.64,   5.09,   2.57,   3.13,   3.96,   3.87,  -2.22,   0.05,   3.20,   2.19,   1.07,   0.38,  -0.50,  -0.13,   1.94,  -0.82,   1.12,  -2.09,   0.03,  -0.43,   0.27,  -0.26
194005, -30.66, -32.41, -30.73, -30.12, -33.22, -31.28, -32.07, -25.77, -30.20, -25.96, -30.92, -24.58, -29.06, -25.22, -27.98, -29.76, -25.45, -25.09, -24.57, -30.19, -26.04, -22.24, -20.84, -19.99, -22.45
194006,   6.84,   9.76,   5.13,   5.43,   1.45,   9.36,   9.25,   5.11,   6.39,   6.62,   3.64,   4.46,   6.40,   7.83,   4.44,   8.09,  15.77,   6.69,   6.18,  10.89,   8.56,   7.49,   7.47,   6.81,   3.16
194007,   2.97,   3.78,   1.65,   3.38,   5.07,   0.38,   2.29,   4.42,   4.61,   2.48,   7.27,   5.43,   6.21,   4.07,   5.52,   4.37,   2.60,   2.58,   4.78,   3.19,   0.00,   1.34,   2.04,   3.43,   4.48
194008,   1.12,   0.62,   0.19,   6.36,   1.42,   2.71,   3.20,   3.61,   3.18,   5.40,  -0.41,   2.81,   2.76,   3.15,   3.46,   3.48,   2.06,   2.31,   2.42,   2.67,   3.41,   2.12,   2.18,   2.16,   2.51
194009,   2.42,   9.32,   3.25,   2.15,   8.30,   5.91,   2.57,   6.74,   4.01,   6.77,   2.09,   4.43,   3.67,   4.03,   5.35,  -4.74,   4.33,   2.78,   3.02,   3.72,   5.44,   1.37,   1.07,   2.58,   2.71
194010,   2.62,   6.49,   4.51,   7.94,  10.44,   8.06,   6.57,   4.19,   5.62,  10.85,   6.20,   3.55,   4.37,   2.74,   5.51,  13.31,   7.79,   4.67,   6.90,   7.57,   8.37,   0.58,   2.30,   2.20,   5.33
194011,   2.12,  -1.53,   1.47,   1.05,   6.00,  -3.04,  -0.32,   0.18,  -0.51,   3.01,  -3.04,   0.13,   1.76,   0.73,   1.87,  -6.29,  -0.74,  -0.70,  -1.53,   1.76,  -7.62,  -5.09,  -2.83,  -1.32,   1.23
194012,  -6.11,  -4.22,  -1.81,   3.01,  -9.98,  -3.84,  -1.96,  -1.64,   2.49,  -1.15,   0.03,  -2.29,  -0.58,  -0.07,   2.03,  -5.29,  -0.52,  -0.22,   0.47,  -1.35,  -1.55,   0.85,   0.81,   0.12,   2.90
194101,   5.23,  -1.67,  -4.86,   3.11,  -3.07,   1.20,  -3.48,  -1.08,  -5.16,  -3.69,   1.10,  -2.44,  -2.77,  -3.23,  -4.87,  -7.52,  -3.07,  -2.62,  -3.41,  -5.46,   0.85,  -1.43,  -1.54,  -4.73,  -6.47
194102,  -3.32,  -5.16,  -3.55,   0.29,   8.17,  -4.85,  -4.05,  -0.84,  -2.27,  -1.53,  -3.75,  -1.67,  -0.74,  -1.31,  -3.10,  -1.39,   0.69,  -2.69,  -2.64,  -1.34,   0.18,  -1.18,  -0.28,  -0.72,  -2.42
194103,   2.63,   1.41,   3.02,  -3.61,  -4.81,   2.89,   4.45,   3.83,   1.94,   2.42,  -3.04,   0.89,   0.16,  -2.73,   2.14,  -1.67,   1.81,   1.49,  -0.05,   0.93,   1.82,   4.60,   0.41,   0.37,   1.59
194104,  -6.78,  -7.13,  -6.92,  -7.57,  -5.68,  -5.46,  -8.51,  -6.53,  -6.14,  -5.22,  -5.36,  -4.67,  -6.89,  -5.44,  -4.76,  -6.56,  -6.40,  -4.65,  -7.54,  -5.44,  -4.10,  -2.80,  -3.51,  -6.96,  -5.24
194105,   1.14,  -0.35,   2.12,   3.22,  -3.82,   1.33,   0.05,   2.64,   1.99,   1.58,  -2.63,   0.87,   2.26,   2.04,   2.68,   1.61,  -0.57,   0.08,   2.46,   2.27,   0.09,   5.36,   3.31,   0.13,   1.86
194106,   6.88,   8.21,  12.13,   1.90,   7.30,   6.52,   7.82,  12.27,   5.27,   6.41,   6.99,   5.47,   5.14,   6.83,   5.38,   8.76,   7.07,   5.76,   5.46,   6.54,   2.14,   3.04,   6.04,   6.20,   5.66
194107,  23.36,  20.07,  16.18,  23.89,  23.69,  15.24,  15.72,  11.97,  16.08,   5.89,  20.25,  13.15,  11.45,   7.57,   7.86,  19.99,  11.50,  11.88,   7.92,   9.27,  11.15,   9.55,   7.34,   4.65,   2.94
194108,   1.54,  -1.83,  -2.65,  -5.19,   0.99,  -2.13,  -0.16,  -1.63,  -1.77,  -0.04,  -0.07,  -2.39,  -0.97,   0.55,  -0.24,  -0.10,  -2.41,   1.49,   0.41,  -0.33,  -2.83,  -3.75,  -1.33,   0.81,   0.21
194109,  -6.46,  -4.28,  -7.89,  -1.55,  -2.50,  -5.01,  -1.41,  -3.89,  -3.33,  -0.22,  -4.68,  -0.36,  -2.47,   1.16,  -1.85,  -1.68,  -2.32,  -1.11,  -0.92,  -0.18,  -5.37,  -0.95,  -1.94,   0.14,  -0.69
194110,  -8.43,  -7.63,   0.09,  -8.99,  -7.91, -10.12,  -7.63,  -5.95,  -3.73,  -1.81, -15.61,  -6.42,  -6.93,  -5.34,  -3.49,  -8.81,  -6.31,  -5.77,  -6.01,  -4.94,  -6.21,  -4.15,  -2.11,  -7.98,  -3.80
194111,  -8.66,  -3.95,   0.31,  -5.84, -13.64,  -7.11,  -3.34,  -2.26,  -2.93,  -1.14,  -4.10,  -2.66,  -2.27,  -2.78,  -0.68,  -5.56,  -3.48,  -3.23,  -1.30,  -0.50,  -5.10,   1.69,  -1.35,  -2.02,  -2.59
194112, -18.86, -11.74, -17.91,  -5.38,  -2.28, -18.38, -10.68,  -5.47,  -6.10,  -5.08,  -9.04,  -9.57,  -9.43,  -5.30,  -7.08, -10.79,  -8.53,  -3.62,  -4.15,  -1.69,  -6.69,  -8.70,  -7.77,  -3.41,  -4.05
194201,  31.77,  19.40,  14.89,  33.09,   3.65,  21.82,  13.48,  12.91,   8.39,   6.56,  16.99,   6.85,   6.77,   9.17,   3.24,   9.86,  11.47,   7.35,   3.68,   0.05,  16.47,   7.08,   2.52,   1.13,  -3.81
194202,  -2.09,  -2.11,  -2.69,   1.18,  11.27,  -1.74,  -0.03,  -2.78,   0.17,  -1.42,  -3.35,   1.34,  -1.80,  -0.80,  -1.69,   0.86,   0.64,  -1.86,  -3.76,  -1.35,  -1.42,  -1.34,  -3.87,  -1.49,  -3.39
194203,  -7.81,  -1.02,  -5.52,  -2.68,   0.00,  -5.80,  -5.54,  -1.81,  -3.92,  -3.42,  -9.54,  -5.89,  -4.38,  -2.04,  -5.81,  -2.62,  -4.50,  -4.50,  -6.39,  -6.09,  -5.79,  -9.15,  -5.90,  -6.16,  -7.71
194204,  -2.13,  -6.23,  -5.89,  -3.82,  -3.24,  -7.35,  -5.74,  -2.81,  -3.32,  -4.66,  -7.91,  -6.34,  -4.20,  -5.03,  -4.57,  -6.11,  -3.90,  -3.24,  -5.29,  -7.69,  -2.61,  -1.47,  -3.93,  -3.61,  -5.13
194205,  -3.05,   1.38,   3.94,   2.74,   2.51,   1.41,   2.10,   1.81,   1.08,   1.88,  -1.23,   2.80,   1.69,   3.76,   4.33,   8.39,   1.80,   2.28,   5.02,   5.85,  -2.75,  -1.20,   5.41,   7.43,   6.82
194206,   3.18,   2.88,   3.92,  -0.80,  -1.04,   1.70,  -1.08,  -0.18,   4.26,   0.90,   4.10,   1.19,   2.77,   3.13,   2.83,   0.43,   0.49,   2.96,   1.94,   4.51,   6.20,   3.21,   3.23,   3.13,   2.06
194207,   6.42,   6.68,   7.15,  10.49,   5.26,   6.11,   3.36,   3.34,   4.23,   3.22,   3.74,   3.93,   3.72,   5.31,   4.25,  10.04,   6.31,   3.63,   4.04,   2.85,  12.50,   6.74,   3.62,   3.31,   2.72
194208,   3.77,   1.60,   1.04,   1.91,   1.82,   2.29,   1.81,   3.69,   1.83,   2.84,   3.93,   2.34,   2.11,   2.85,   2.85,   4.97,   1.88,   3.40,   3.46,   1.68,   0.06,   0.51,   2.55,   1.87,   1.50
194209,  11.26,   5.51,   5.19,  12.08,   3.83,   4.18,   3.35,   4.70,   2.46,   4.11,   3.46,   3.44,   2.83,   2.92,   1.47,   6.16,   2.59,   3.50,   2.97,   1.84,   5.07,   2.92,   3.57,   2.02,   2.18
194210,  12.81,  13.81,  10.60,   2.11,   9.70,  24.25,  11.16,  10.19,   6.14,   4.69,  18.49,  13.49,   7.07,   6.84,   6.97,  18.50,   9.24,  10.31,   5.82,   7.38,  18.73,   9.51,   7.57,   5.53,   3.07
194211,  -3.44,  -4.10,   0.93,  -2.85,  -0.57,  -5.40,  -2.41,  -2.92,   0.08,  -0.17,  -8.60,   1.39,  -1.17,  -0.69,  -1.82,   2.49,  -2.29,  -1.62,  -1.23,   0.00,  -1.55,  -0.07,   0.65,   0.71,   0.05
194212,  -2.73,   0.35,   5.45,   4.65,  -2.50,   5.86,   2.40,   3.05,   3.52,   2.16,   2.10,   4.71,   4.42,   3.16,   2.22,   6.01,   7.01,   3.13,   6.62,   4.13,   5.97,   7.91,   5.61,   4.76,   3.10
194301,  40.73,  27.86,  16.79,  18.51,  14.19,  28.82,  20.67,  17.90,  12.62,   9.55,  25.02,  11.93,  13.44,   9.18,   8.02,  11.94,  13.48,   8.45,   8.38,   6.55,  12.99,   8.88,   5.35,   5.27,   6.86
194302,  39.35,  12.57,  11.26,   8.73,   7.38,  20.56,  13.62,   9.24,   8.19,   8.47,  22.36,  10.34,   6.96,   7.06,   5.00,  21.20,   8.86,   7.32,   6.34,   5.38,  12.97,   6.64,   5.24,   4.72,   4.46
194303,  11.12,  17.10,  19.22,  16.49,  10.58,  16.10,  16.60,  14.46,   9.17,   7.83,  14.61,  14.32,   8.31,   9.46,   9.71,  19.70,  10.79,   7.39,   9.65,   7.95,   7.93,   6.19,   5.68,   3.37,   6.86
194304,  10.34,   8.21,   3.80,   5.84,   6.93,   7.27,   5.90,   3.80,   4.21,  -0.59,   8.92,   2.41,   0.03,   1.09,   0.73,  10.20,   2.38,  -0.09,   2.12,   0.58,   4.03,   0.69,   0.21,  -1.00,   1.19
194305,  17.06,  10.07,   5.22,  13.40,  10.68,  10.71,   8.81,   9.99,  10.28,   4.25,  20.22,   9.26,   6.83,   5.09,   3.83,  12.78,   7.94,   5.36,   5.37,   4.65,   7.20,   5.96,   4.92,   5.19,   5.03
194306,   0.12,  -2.58,   1.56,   3.29,   1.66,   0.06,   4.22,   0.18,   0.54,   2.17,  -0.64,   2.41,   1.84,   2.92,   1.94,  -3.57,   2.29,   0.64,   1.18,   1.79,   1.00,   1.66,   2.30,   0.77,   3.82
194307,  -8.91,  -5.46,  -6.22,  -7.56,  -5.83, -10.55, -11.06,  -7.42,  -4.50,  -4.33, -12.14,  -8.85,  -6.52,  -2.78,  -5.22, -10.72,  -8.14,  -5.51,  -5.30,  -5.07,  -6.95,  -4.34,  -2.83,  -5.06,  -6.58
194308,  -2.48,  -0.25,  -1.02,   0.17,  -0.17,   1.55,   0.04,   0.10,   0.81,  -0.43,   0.80,   2.53,   0.13,   1.15,   0.85,   4.44,   0.45,   0.81,   0.57,   1.65,  -0.16,   0.77,   1.20,   1.89,   1.87
194309,   5.13,   3.11,   6.97,   1.68,   4.47,   6.59,   3.65,   7.01,   3.46,   1.71,   6.62,   2.90,   1.26,   4.07,   3.50,   2.56,   3.27,   2.66,   3.84,   2.29,   6.10,   2.84,   2.34,   1.18,   2.67
194310,  -1.86,  -1.34,  -1.65,   0.75,   2.62,  -1.46,   1.01,   5.35,  -0.35,   1.66,  -2.42,  -1.31,   0.41,  -0.37,   1.42,  -1.21,  -1.40,  -0.75,   0.31,  -0.60,  -1.85,  -2.16,  -1.27,  -0.56,  -0.55
194311, -16.94, -13.79,  -8.42,  -7.57,  -9.74, -14.67, -10.75,  -6.94,  -6.70,  -7.45, -12.46, -10.57,  -9.17,  -2.86,  -6.63, -12.84,  -8.32,  -7.93,  -6.40,  -6.29, -12.19,  -5.34,  -6.50,  -3.84,  -7.20
194312,  13.27,  12.73,  10.11,   8.33,  13.77,  14.27,  10.60,  13.05,   9.71,   7.20,  14.46,  10.34,  10.82,   7.58,  10.31,  14.46,   9.94,   9.04,   7.13,   6.39,  10.85,   6.18,   5.01,   5.55,   6.82
194401,  10.14,  10.65,   4.57,   5.05,   3.44,   6.73,   3.68,   3.07,   5.83,   2.62,   7.07,   5.32,   3.79,   3.77,   1.97,   3.13,   2.64,   2.39,   3.05,   1.89,   3.15,   3.25,   0.68,   1.06,   1.93
194402,   3.83,   2.29,   2.07,   2.63,   2.56,   3.12,   1.18,   3.82,   1.08,   1.38,   1.35,   0.62,  -1.23,   0.90,   1.50,   2.09,  -0.10,  -0.30,   2.43,  -0.29,   0.50,  -1.84,   0.15,   1.89,   1.65
194403,   5.29,   7.62,   6.77,   4.32,   5.61,  10.62,   6.32,   4.67,   2.29,   3.36,   5.65,   3.95,   3.53,   5.31,   3.69,   3.73,   1.63,   3.32,   3.07,   1.45,   2.64,   2.13,   1.89,   2.31,   5.06
194404,  -5.71,  -3.40,  -1.67,  -1.95,  -3.46,  -4.96,  -5.17,  -1.61,  -3.75,  -3.12,  -3.35,  -4.24,  -2.52,  -2.34,  -1.02,  -3.13,  -2.01,  -3.52,  -3.27,  -3.03,  -1.48,  -0.92,  -1.16,  -1.66,  -2.79
194405,   8.69,   7.31,  10.07,   7.78,   8.06,   9.34,   6.78,   6.68,   7.10,   5.79,   7.08,   6.40,   8.75,   7.24,   7.80,   4.59,   5.41,   4.84,   7.69,   5.09,   4.35,   3.70,   6.02,   5.58,   5.42
194406,  23.56,  23.94,  13.44,  13.97,  11.16,  11.29,  10.73,   7.97,  10.20,  10.08,  13.34,  10.39,   9.37,   7.91,   6.84,   7.09,  10.08,   8.15,   6.68,  12.58,   5.74,   5.07,   3.77,   5.75,   1.86
194407,  -1.76,  -1.08,  -2.03,  -2.31,  -0.92,  -1.70,  -1.46,  -0.61,   0.52,  -2.45,  -0.52,   0.57,  -2.54,  -2.25,  -2.52,  -0.31,  -1.48,  -2.01,  -1.22,  -1.28,  -0.69,  -1.31,  -2.93,  -0.87,  -2.30
194408,   4.67,   4.27,   4.89,   2.64,   3.13,   1.98,   3.81,   5.08,   1.82,   1.53,   3.67,   2.77,   2.92,   3.67,   5.77,   5.48,   3.05,   0.84,   2.10,   0.36,   2.20,   1.32,   1.13,   0.92,  -1.48
194409,  -1.40,   0.00,   1.76,  -2.64,   0.98,  -0.95,  -1.18,  -0.17,  -0.51,   0.26,  -0.68,   0.23,   0.78,   0.04,  -0.70,  -1.45,   0.47,  -0.17,   0.22,   0.91,  -0.51,   0.60,   0.23,  -0.56,  -0.13
194410,  -1.54,  -0.01,   0.20,   1.95,   1.67,  -1.91,  -0.06,   0.68,  -0.35,  -1.56,  -0.98,  -1.43,  -0.58,   0.21,   1.64,  -1.50,  -0.86,   1.05,  -1.00,   1.07,  -0.14,  -0.03,   1.44,   0.76,  -1.21
194411,   1.93,   2.88,   2.27,   3.46,   2.82,   0.87,   2.05,   3.72,   3.39,   2.85,   0.72,   2.58,   1.52,   2.70,   2.23,  -0.03,   3.68,   2.12,   2.14,   3.90,   0.15,   0.88,   2.74,   2.63,   3.69
194412,  15.87,   7.79,  11.54,   5.99,   7.02,  11.54,  11.31,   7.00,   4.31,   6.93,   7.65,   5.18,   5.64,   5.62,   7.95,   8.88,   6.08,   3.77,   6.70,   6.41,   1.45,   2.61,   2.52,   6.53,  10.88
194501,   9.55,   4.27,   4.38,   4.42,   7.02,   4.86,   6.13,   5.64,   4.56,   5.30,   5.58,   4.84,   4.62,   2.22,   2.99,   1.90,   3.24,   2.61,   5.39,   1.58,   2.28,   0.72,   2.24,   2.20,   1.67
194502,  10.66,  12.08,   7.80,  12.51,   9.82,  12.41,  10.26,   9.25,   9.66,   6.77,   7.92,   9.73,   7.80,   8.54,   9.37,  10.87,   8.61,   7.17,   7.62,   8.05,   4.97,   5.56,   6.05,   5.94,   7.16
194503, -14.68, -12.34,  -8.52,  -7.73,  -6.31,  -3.47,  -4.96,  -4.30,  -5.40,  -5.15,  -7.18,  -3.53,  -6.20,  -4.90,  -5.93,  -6.49,  -1.68,  -4.14,  -5.08,  -2.78,  -3.31,  -2.25,  -5.05,  -5.14,  -4.88
194504,  11.59,   6.43,   9.66,   7.40,   9.10,   6.39,   8.11,   7.75,  10.33,   8.39,  11.05,   8.57,  10.00,  10.21,   8.18,   8.71,   6.77,   9.67,   8.94,  10.06,   7.62,   6.36,   8.43,   8.78,  10.00
194505,   3.43,   3.48,   3.87,   4.45,   6.86,   1.82,   2.66,   2.92,   1.61,   2.97,   2.98,   1.73,   3.22,   5.09,   3.27,   4.94,   1.47,   2.95,   0.14,   2.48,   1.99,   1.40,   1.63,   1.78,   0.66
194506,  22.41,  11.86,   3.69,   3.41,   3.69,   2.76,   3.31,   3.92,   0.40,   4.77,   8.13,   1.50,   0.32,  -0.61,   2.80,   9.52,   1.93,  -0.11,   1.39,   1.36,   0.32,  -1.28,  -1.22,   0.29,   1.22
194507,  -6.20,  -5.01,  -3.08,  -3.72,  -2.73,  -3.94,  -4.19,  -3.25,  -4.09,  -2.98,  -2.78,  -4.69,  -1.93,  -4.80,  -5.94,  -2.73,  -3.09,  -2.65,  -4.21,  -1.72,  -0.28,  -1.05,  -4.24,  -3.92,  -5.26
194508,   3.95,   5.62,  13.48,   4.59,   5.65,   4.56,   7.63,   8.47,   7.02,   6.29,   6.63,   6.42,   6.47,   8.39,   5.76,   4.33,   7.85,   8.30,   8.53,   7.16,   5.81,   6.57,   6.07,   7.14,   4.55
194509,   9.81,   4.96,   6.05,   6.93,   6.81,   5.83,   6.26,   5.56,   7.29,   8.03,   7.67,   7.06,   5.58,   7.44,   6.81,   8.24,   5.48,   7.75,   5.03,   7.13,   4.14,   4.95,   1.53,   3.82,   6.70
194510,   8.83,   8.65,   7.06,  11.83,  14.21,   5.81,   4.84,   4.57,   6.39,   8.26,   4.84,   4.51,   4.17,   6.05,   4.71,   9.44,   5.07,   2.60,   5.10,   3.61,   1.58,   3.45,   4.30,   7.19,   9.45
194511,  15.26,  11.48,   8.63,  10.78,  16.64,  10.51,   6.66,   8.77,  12.09,   9.44,   4.38,   5.19,   9.34,   8.82,  10.34,   8.62,   9.85,   9.95,   9.77,  10.78,   2.27,   4.04,   5.54,   7.20,   9.05
194512,   7.53,   1.67,   4.20,   5.36,   1.14,   2.89,   3.17,   2.58,   4.82,   3.24,   0.82,   2.06,   1.49,   2.00,   2.46,   1.73,   2.56,   2.10,   1.94,   3.63,   0.75,   0.85,  -0.03,   1.40,   2.86
194601,  30.62,  17.52,  11.22,   9.36,  12.25,  10.88,  12.06,  11.05,   5.54,  11.59,   9.08,   7.72,   7.99,   8.36,   7.56,  10.68,   6.79,   6.07,   7.00,  11.15,   5.23,   6.69,   5.07,   2.24,   6.80
194602,  -7.90,  -6.04,  -5.27,  -4.67,  -7.45,  -5.49,  -4.86,  -8.42,  -7.28,  -9.14,  -8.29,  -6.09,  -5.67,  -7.89,  -8.57,  -5.23,  -6.13,  -7.32,  -6.74,  -8.81,  -5.04,  -5.59,  -6.05,  -4.71,  -7.11
194603,  -1.07,   0.03,   1.61,   5.72,   3.58,   7.23,   2.52,   6.50,   5.48,   7.72,   6.24,   5.78,   7.08,   7.21,  11.68,   5.79,   7.11,   5.77,  10.05,   6.02,   4.39,   5.61,   5.98,   9.91,   7.91
194604,   2.55,   4.95,   7.79,   7.05,   8.63,   5.00,   5.79,   7.92,   3.71,   6.43,   3.55,   4.58,   7.33,   4.12,   4.71,   2.50,   7.25,   5.03,   4.17,   1.44,   3.86,   3.35,   6.17,   5.58,   1.50
194605,   6.58,   2.29,   7.16,   5.92,   7.42,   3.10,   6.78,   8.44,   4.21,   8.13,   5.43,   6.89,   6.89,   6.60,   7.27,   2.96,   5.20,   6.32,   7.38,   7.46,   3.31,   2.45,   3.70,   5.10,   3.20
194606,  -3.36,  -4.41,  -4.88,  -5.75,  -5.71,  -3.76,  -6.09,  -3.64,  -6.39,  -3.30,  -3.56,  -4.23,  -5.26,  -7.61,  -5.83,  -3.40,  -4.53,  -6.65,  -6.78,  -6.49,  -2.17,  -3.30,  -5.82,  -5.47,  -3.75
194607,  -5.96,  -3.14,  -3.49,  -5.64,  -6.79,  -4.73,  -5.14,  -4.00,  -3.70,  -6.06,  -4.12,  -3.59,  -4.64,  -3.46,  -3.73,  -3.10,  -3.90,  -3.65,  -3.33,  -7.17,  -1.41,  -2.47,  -3.37,  -2.94,  -4.07
194608, -10.05,  -6.70,  -7.55,  -8.82,  -9.64,  -7.96,  -5.92,  -6.69,  -9.14, -10.62,  -5.56,  -6.71,  -7.56,  -8.14,  -7.91,  -5.41,  -6.38,  -6.58,  -7.34,  -9.61,  -5.83,  -5.77,  -7.17,  -7.04,  -6.60
194609, -15.11,  -9.44, -17.39, -16.77, -17.79, -14.01, -11.77, -14.36, -16.20, -16.33, -10.16, -10.80, -12.91, -13.71, -14.04,  -9.49, -11.02, -13.58, -11.99, -20.13,  -7.39,  -8.92, -10.35, -11.93, -15.67
194610,  -0.60,   1.22,   0.23,  -2.11,  -3.17,   0.33,  -1.45,   0.24,  -0.15,  -1.52,  -0.03,   0.07,  -0.10,  -1.69,  -1.70,  -3.19,  -0.21,  -0.59,  -3.66,  -0.31,  -1.35,  -1.42,  -2.29,  -2.27,  -0.38
194611,   0.33,   2.28,  -2.37,   0.54,  -1.55,   1.60,   0.57,   0.49,  -1.14,  -2.54,   1.94,   2.25,   1.16,   0.68,  -0.55,   1.42,  -0.22,   0.61,  -0.02,  -3.00,   1.28,  -0.53,  -1.15,  -2.45,  -3.90
194612,   1.63,  10.82,   3.69,   3.72,   2.56,   5.62,   6.82,   3.77,   2.03,   4.19,   2.27,   6.18,   6.22,   6.58,   0.61,   2.72,   4.41,   6.87,   8.73,   6.06,   5.10,   4.49,   4.33,   7.58,   4.15
194701,   6.08,   5.71,   6.82,   6.46,   7.09,   4.40,   3.25,   3.01,   5.05,   2.85,   2.12,   3.11,   3.09,   1.81,   4.09,   2.92,   1.05,   1.20,  -0.76,   4.13,   0.45,   4.66,  -0.30,  -1.21,  -2.59
194702,   1.34,   0.12,   1.27,  -0.50,   0.93,  -2.27,   0.84,   1.20,  -0.72,  -2.33,   0.68,  -0.40,  -2.05,  -0.77,  -3.22,  -0.92,  -0.38,   0.60,  -0.74,  -0.85,  -1.10,  -0.83,  -1.17,  -0.89,  -1.95
194703,  -1.97,  -2.97,  -3.83,  -3.75,  -5.89,  -3.74,  -3.28,  -3.65,  -4.43,  -4.29,   1.30,  -2.64,  -0.86,  -2.69,  -5.07,  -1.25,  -1.42,  -0.44,  -3.21,  -5.13,  -0.69,  -1.44,  -2.24,  -2.61,  -5.69
194704,  -8.76, -10.54,  -9.45,  -9.52, -14.05,  -6.20,  -7.28,  -8.28,  -8.68, -12.46,  -5.56,  -8.63,  -7.44, -10.01, -11.02,  -5.29,  -7.50,  -5.49,  -7.92, -10.68,  -2.96,  -3.42,  -5.78,  -5.74,  -8.39
194705,  -3.85,  -4.02,  -6.85,  -7.39,  -6.15,  -2.92,  -3.11,  -4.49,  -6.12,  -4.59,  -2.15,  -2.93,  -2.96,  -4.72,  -5.81,  -3.57,  -2.52,  -1.06,  -3.50,  -4.44,  -0.63,   1.54,  -1.46,  -0.87,  -1.99
194706,   3.82,   4.72,   8.33,   5.97,   7.23,   5.40,   2.69,   6.49,   5.48,   4.91,   4.49,   3.34,   4.59,   5.25,   6.92,   3.57,   6.09,   5.58,   7.76,   8.52,   4.39,   5.97,   9.19,   4.39,   7.19
194707,   6.33,   6.54,   7.28,   7.73,   7.15,   3.44,   3.91,   8.71,   5.93,   9.48,   4.57,   7.38,   7.43,   7.02,   7.58,   4.15,   5.55,   4.60,   6.50,  10.41,   2.81,   4.12,   5.39,   4.33,   7.15
